file,series,style,font,cell,size_px,cap_height_px,antialiased,degradation,w,h,megapixels,rows,cols,chars,claude_tokens,gpt_tokens,chars_per_claude_token,chars_per_gpt_token,text_tokens_equiv,claude_compression,exceeds_claude_measured_envelope,groundtruth,image_sha256,groundtruth_sha256
J_pitch_p32/J_clR5x6_pitch9_800x864.png,J_pitch,clR5x6 glyphs at 9px row pitch,X11 clR5x6,5x9,,,False,,800,864,0.691,96,160,14827,899,810,16.49,18.3,3707,4.12,False,groundtruth/J_pitch_p32__J_clR5x6_pitch9_800x864.txt,4fc590e4106c53ad97b4604e62b6ad8ee549a73ca8515474c1dbd41dfd08c8c2,3ca995885afeaaeca4e57826e18cfda1032392ebb64ff0fc48017850047abd5d
J_pitch_p32/J_clR5x8_pitch10_800x1120.png,J_pitch,clR5x8 glyphs at 10px row pitch,X11 clR5x8,5x10,,,False,,800,1120,0.896,112,160,17296,1160,1050,14.91,16.47,4324,3.73,False,groundtruth/J_pitch_p32__J_clR5x8_pitch10_800x1120.txt,7dcae35056d820959b96609a3355eedfea6e66e61b666c25666c57d9191d1ecd,0b2538609edaad0dab149e9d11b5c5d5308da76d7a030cc66c9bcfe718daa582
J_pitch_p32/J_clR5x8_pitch9_800x864.png,J_pitch,clR5x8 glyphs at 9px row pitch,X11 clR5x8,5x9,,,False,,800,864,0.691,96,160,14850,899,810,16.52,18.33,3712,4.13,False,groundtruth/J_pitch_p32__J_clR5x8_pitch9_800x864.txt,94235c5915e9331e0affa9c459ee5454a8f1c33afcc0926297793810f3330a79,eca49aa18e746bcdf133c654c6860c6f97c4dfe5d927cf51b303048cc4a71903
J_pitch_p32/J_clR6x8_pitch9_864x864.png,J_pitch,clR6x8 glyphs at 9px row pitch,X11 clR6x8,6x9,,,False,,864,864,0.746,96,144,13343,961,875,13.88,15.25,3336,3.47,False,groundtruth/J_pitch_p32__J_clR6x8_pitch9_864x864.txt,38396b5bd74a4ff41b130321eedd5259a14dbf85e2f91e42bc9e7257a7da3362,2c961ba7f402c577e5155af0c0dadb85007e3f72de04d578190aa53433df7f58
K2_entropy_narrow/K2_6x10_336x1120.png,K2_entropy_narrow,"random 4-char groups, 56-char lines",X11 6x10,6x10,,,False,,336,1120,0.376,112,56,6048,480,462,12.6,13.09,1512,3.15,False,groundtruth/K2_entropy_narrow__K2_6x10_336x1120.txt,44fae965178720f723deec8ec639a97904b36a96dfc49cf28ed68e386e8bd9e8,ca9fe086e9fdb9120dde7a875ec582b7777412e572d2f9f2341f6d4f95feed86
K2_entropy_narrow/K2_6x13_336x1456.png,K2_entropy_narrow,"random 4-char groups, 56-char lines",X11 6x13,6x13,,,False,,336,1456,0.489,112,56,6048,624,607,9.69,9.96,1512,2.42,False,groundtruth/K2_entropy_narrow__K2_6x13_336x1456.txt,50197b316fb9b2dbca6c6745ea826b4ffa64b1a20a8fae05cbad3c1ececff9d0,272f9359a42892bb2e52cca7095ecf3a802db1538dc554edaba215cc354cfaad
K2_entropy_narrow/K2_6x9_336x1008.png,K2_entropy_narrow,"random 4-char groups, 56-char lines",X11 6x9,6x9,,,False,,336,1008,0.339,112,56,6048,432,422,14.0,14.32,1512,3.5,False,groundtruth/K2_entropy_narrow__K2_6x9_336x1008.txt,226bfa5e86af63070333f625fd7ef7e9b87f1cc66e89c0ff8eac5e676504836e,4dde6ab7521f0dd439bfe087fba85d2aa27e89ddaa9422ebd59d440bd52cf040
K2_entropy_narrow/K2_8x16_448x1456.png,K2_entropy_narrow,"random 4-char groups, 56-char lines",X11 8x16,8x16,,,False,,448,1456,0.652,91,56,4914,832,773,5.91,6.36,1228,1.48,False,groundtruth/K2_entropy_narrow__K2_8x16_448x1456.txt,74391e49782ff66d95a9066ba8b8c8af4da6b655622b3688d8dbac3dac671c68,e5c29cc28b9853e351163b143db04aebd328695031762051cd67392e7f0f3842
K2_entropy_narrow/K2_9x18_504x1456.png,K2_entropy_narrow,"random 4-char groups, 56-char lines",X11 9x18,9x18,,,False,,504,1456,0.734,80,56,4320,936,883,4.62,4.89,1080,1.15,False,groundtruth/K2_entropy_narrow__K2_9x18_504x1456.txt,1327465e462d1145142ded68f9d173041acf568532564110164cde19644f5357,4c2fdc8454ff43112a2f1262efc32e4a834bd4f7471d5159d8e05cd01bc9dcdb
K2_entropy_narrow_p32/K2_6x10_384x1120.png,K2_entropy_narrow,"random 4-char groups, 64-char lines",X11 6x10,6x10,,,False,,384,1120,0.43,112,64,7168,560,504,12.8,14.22,1792,3.2,False,groundtruth/K2_entropy_narrow_p32__K2_6x10_384x1120.txt,42f1d5c49b87e797504fc83e560855a03b50cf43ce4087068939c5fb93d08ad6,1fbdd83645008241a6bc5ecf14b9a4d7b980bf09efd6bb3b444042e12dbf3f9d
K2_entropy_narrow_p32/K2_6x13_384x1248.png,K2_entropy_narrow,"random 4-char groups, 64-char lines",X11 6x13,6x13,,,False,,384,1248,0.479,96,64,6144,630,562,9.75,10.94,1536,2.44,False,groundtruth/K2_entropy_narrow_p32__K2_6x13_384x1248.txt,c9047ac408e098b75915bf40edb364d5be9fb67f2deb38ed5df095233bdec194,faeb9bd66b72c3333d0af58860623a9fcbed91e2bdd0e5d086f661539aa55b1e
K2_entropy_narrow_p32/K2_6x9_384x1152.png,K2_entropy_narrow,"random 4-char groups, 64-char lines",X11 6x9,6x9,,,False,,384,1152,0.442,128,64,8192,588,518,13.93,15.8,2048,3.48,False,groundtruth/K2_entropy_narrow_p32__K2_6x9_384x1152.txt,7f878e6d2ac2dc041c3f2e08c3d0ded5aee723ee4adb9651b47165f9cba4de4d,5694c10b7b5787b9b8c1e232e1c8cf58fa7ecc67f611574db545df3407fa6c15
K2_entropy_narrow_p32/K2_8x16_448x1600.png,K2_entropy_narrow,"random 4-char groups, 56-char lines",X11 8x16,8x16,,,False,,448,1600,0.717,100,56,5400,928,840,5.82,6.43,1350,1.45,False,groundtruth/K2_entropy_narrow_p32__K2_8x16_448x1600.txt,1702552987145a24dd9808d9c7f2113ec3393a377f505f70e3fc69d43b945e05,0ac81132867401958e2ba1459aeea365d6df2a2db60cb3dafc01b66e7b946095
K2_entropy_narrow_p32/K2_9x18_576x1440.png,K2_entropy_narrow,"random 4-char groups, 64-char lines",X11 9x18,9x18,,,False,,576,1440,0.829,80,64,5120,1092,972,4.69,5.27,1280,1.17,False,groundtruth/K2_entropy_narrow_p32__K2_9x18_576x1440.txt,c783455ef0e3be26f0be4e105139201d6190b86aa2d9aca333d525398d84b472,2b2087248032da04b4a35e87abbff8cb06bd361ca18740c9a31853fb92aa695c
K_entropy/K_10x20_pitch20_560x1540.png,K_entropy,"random 4-char groups, 20px pitch",X11 10x20,10x20,,,False,,560,1540,0.862,77,56,4158,1100,1058,3.78,3.93,1040,0.94,False,groundtruth/K_entropy__K_10x20_pitch20_560x1540.txt,d729ed46c612403dadcbd70c59dd08d0a456ef9179624055c6a56335b069df47,6dab3b327e3fd90ff3bfa3f9675eece52c9120f3595ee620df0f8ee552fc93bb
K_entropy/K_12x24_pitch24_672x1344.png,K_entropy,"random 4-char groups, 24px pitch",X11 12x24,12x24,,,False,,672,1344,0.903,56,56,3024,1152,1058,2.62,2.86,756,0.66,False,groundtruth/K_entropy__K_12x24_pitch24_672x1344.txt,ff520dc692ac9b0ae64c8c356af4901e662724cc54ff3f9c2fcc14ebaaf9aeed,edcab6f5ee9c0a9cd33af3f17c7046be31ed685800be6160b154b915d89de081
K_entropy/K_4x6_pitch9_1008x1008.png,K_entropy,"random 4-char groups, 9px pitch",X11 4x6,4x9,,,False,,1008,1008,1.016,112,252,27888,1296,1229,21.52,22.7,6972,5.38,False,groundtruth/K_entropy__K_4x6_pitch9_1008x1008.txt,44b73a6067ba5c11646fb5bc19e9c8152c41ef2ca991d9dae4a2f3d574737a4b,2c66fc5d9283f8a2aefb2feb08a9b7f28cfd460adc13ce4bc32e86a489e4c707
K_entropy/K_6x10_pitch10_672x1120.png,K_entropy,"random 4-char groups, 10px pitch",X11 6x10,6x10,,,False,,672,1120,0.753,112,112,12208,960,882,12.72,13.84,3052,3.18,False,groundtruth/K_entropy__K_6x10_pitch10_672x1120.txt,1c5f7ff3d80a3d66b52fd5a75572a587650ca3eb960425ca2e42930a4b3465ea,dac43f8b54699673f85eece67c412e75206970ecd5c66da93933b330fbfbf31a
K_entropy/K_6x13_pitch13_672x1456.png,K_entropy,"random 4-char groups, 13px pitch",X11 6x13,6x13,,,False,,672,1456,0.978,112,112,12208,1248,1159,9.78,10.53,3052,2.45,False,groundtruth/K_entropy__K_6x13_pitch13_672x1456.txt,7099b04f46cd3a45e8d54c709f5f0a8f2d2dec33428e7888ef29ee50a67c2942,8d24450df19bd6d1772d0496f7fdef640826f893955f933b31c96a9b9dcac742
K_entropy/K_6x9_pitch9_1008x1008.png,K_entropy,"random 4-char groups, 9px pitch",X11 6x9,6x9,,,False,,1008,1008,1.016,112,168,18368,1296,1229,14.17,14.95,4592,3.54,False,groundtruth/K_entropy__K_6x9_pitch9_1008x1008.txt,488a222429438b5838b3a6e034ba424c196fcf75051017589aab0930ace21c6a,e6ef74dd387488c21ba95f78b5fb5cd0aacfd3f863d8383e59366fbd2d1fb98a
K_entropy/K_7x14_pitch14_448x1568.png,K_entropy,"random 4-char groups, 14px pitch",X11 7x14,7x14,,,False,,448,1568,0.702,112,64,7168,896,823,8.0,8.71,1792,2.0,False,groundtruth/K_entropy__K_7x14_pitch14_448x1568.txt,cb5bd8ac4d5db804b6c7d7e2c254cc4a88c17b11541ac35b89812e449d450eab,24b8c096c8a239955bc5b3ac2f7821ce0fb271dd23e3dc64143f0dc36b313fa3
K_entropy/K_8x16_pitch16_448x1568.png,K_entropy,"random 4-char groups, 16px pitch",X11 8x16,8x16,,,False,,448,1568,0.702,98,56,5292,896,823,5.91,6.43,1323,1.48,False,groundtruth/K_entropy__K_8x16_pitch16_448x1568.txt,60a91301b539ada8c56683dc7e5b22a32105938b64404f41510a89c81e167645,59b8e5f2b6f2c19d2bdf122609332d57f78c0d8434640c749f44b931e9c7688f
K_entropy/K_9x18_pitch18_504x1512.png,K_entropy,"random 4-char groups, 18px pitch",X11 9x18,9x18,,,False,,504,1512,0.762,84,56,4536,972,922,4.67,4.92,1134,1.17,False,groundtruth/K_entropy__K_9x18_pitch18_504x1512.txt,e7fef503212516b2b2b970fe0192906dd82f05884c9f7d0be91494b16cb57503,3b32242f7b701bd231200f81cbcb6da9d629bd5ba1443247f156d8a0d45a914d
K_entropy/K_clR5x8_pitch9_980x1008.png,K_entropy,"random 4-char groups, 9px pitch",X11 clR5x8,5x9,,,False,,980,1008,0.988,112,196,21728,1260,1190,17.24,18.25,5432,4.31,False,groundtruth/K_entropy__K_clR5x8_pitch9_980x1008.txt,30e0c4857f9b5f5700ecd3d4e73c490d51db2e86a2897930a6f88d3c469f0c4c,8b5c5f7232f39e7de91bebdeb0c7b06a290702963fa262794d17d64627eb15c1
K_entropy/K_clR6x8_pitch8_672x896.png,K_entropy,"random 4-char groups, 8px pitch",X11 clR6x8,6x8,,,False,,672,896,0.602,112,112,12208,768,706,15.9,17.3,3052,3.97,False,groundtruth/K_entropy__K_clR6x8_pitch8_672x896.txt,74c84b9b38cfcbfae46831fceb460e0930793a7d9ec97e12fe92928d50627d89,7b4b157e60e7910a0c0ee9e5409c76c6337eff66504a12e7c7b2724926027048
K_entropy_p32/K_10x20_pitch20_640x1440.png,K_entropy,"random 4-char groups, 20px pitch",X11 10x20,10x20,,,False,,640,1440,0.922,72,64,4608,1196,1080,3.85,4.27,1152,0.96,False,groundtruth/K_entropy_p32__K_10x20_pitch20_640x1440.txt,0143b7e6b93e4a32d72d7d357d1513beb62cb2fe2b1b4e2f522e155cb0baee4c,de06cfc1f76084a329fa6e776ae0b5ea44c641650a75c3873ee4a86254a7ebc2
K_entropy_p32/K_12x24_pitch24_672x1344.png,K_entropy,"random 4-char groups, 24px pitch",X11 12x24,12x24,,,False,,672,1344,0.903,56,56,3024,1152,1058,2.62,2.86,756,0.66,False,groundtruth/K_entropy_p32__K_12x24_pitch24_672x1344.txt,ff520dc692ac9b0ae64c8c356af4901e662724cc54ff3f9c2fcc14ebaaf9aeed,edcab6f5ee9c0a9cd33af3f17c7046be31ed685800be6160b154b915d89de081
K_entropy_p32/K_4x6_pitch9_864x864.png,K_entropy,"random 4-char groups, 9px pitch",X11 4x6,4x9,,,False,,864,864,0.746,96,216,20544,961,875,21.38,23.48,5136,5.34,False,groundtruth/K_entropy_p32__K_4x6_pitch9_864x864.txt,76388704a5b5b7ef23ba09ddd01171d9e307e48ff268a192bfda6692e6052c16,1e151b7970d7dbd8059c987efc7b9ef0c5eff9238591b749a7c69e9e15a3d018
K_entropy_p32/K_6x10_pitch10_672x1120.png,K_entropy,"random 4-char groups, 10px pitch",X11 6x10,6x10,,,False,,672,1120,0.753,112,112,12208,960,882,12.72,13.84,3052,3.18,False,groundtruth/K_entropy_p32__K_6x10_pitch10_672x1120.txt,1c5f7ff3d80a3d66b52fd5a75572a587650ca3eb960425ca2e42930a4b3465ea,dac43f8b54699673f85eece67c412e75206970ecd5c66da93933b330fbfbf31a
K_entropy_p32/K_6x13_pitch13_768x1248.png,K_entropy,"random 4-char groups, 13px pitch",X11 6x13,6x13,,,False,,768,1248,0.958,96,128,11904,1260,1123,9.45,10.6,2976,2.36,False,groundtruth/K_entropy_p32__K_6x13_pitch13_768x1248.txt,c2dd64fbd88cadfef96b820a846a823b9907599c6dbbfbde5049dd6756471e31,6e05a2056bac686f549a99383e665360d193cfb87316df06894ca43859bc0d08
K_entropy_p32/K_6x9_pitch9_864x864.png,K_entropy,"random 4-char groups, 9px pitch",X11 6x9,6x9,,,False,,864,864,0.746,96,144,13824,961,875,14.39,15.8,3456,3.6,False,groundtruth/K_entropy_p32__K_6x9_pitch9_864x864.txt,6fec11dc22351b350429b797d0fca908a787897336f4c726392a8e43e97623b2,5fc6736b3c5863f3f2dc59a132bbb92ccde4ddcc5509029c4e2130d08edf056d
K_entropy_p32/K_7x14_pitch14_448x1568.png,K_entropy,"random 4-char groups, 14px pitch",X11 7x14,7x14,,,False,,448,1568,0.702,112,64,7168,896,823,8.0,8.71,1792,2.0,False,groundtruth/K_entropy_p32__K_7x14_pitch14_448x1568.txt,cb5bd8ac4d5db804b6c7d7e2c254cc4a88c17b11541ac35b89812e449d450eab,24b8c096c8a239955bc5b3ac2f7821ce0fb271dd23e3dc64143f0dc36b313fa3
K_entropy_p32/K_8x16_pitch16_448x1568.png,K_entropy,"random 4-char groups, 16px pitch",X11 8x16,8x16,,,False,,448,1568,0.702,98,56,5292,896,823,5.91,6.43,1323,1.48,False,groundtruth/K_entropy_p32__K_8x16_pitch16_448x1568.txt,60a91301b539ada8c56683dc7e5b22a32105938b64404f41510a89c81e167645,59b8e5f2b6f2c19d2bdf122609332d57f78c0d8434640c749f44b931e9c7688f
K_entropy_p32/K_9x18_pitch18_576x1440.png,K_entropy,"random 4-char groups, 18px pitch",X11 9x18,9x18,,,False,,576,1440,0.829,80,64,5120,1092,972,4.69,5.27,1280,1.17,False,groundtruth/K_entropy_p32__K_9x18_pitch18_576x1440.txt,1c30b1d60ad13133cb0e5863cfca03a0163c172a5f519d5515b63cffe842cd3a,2a86ee5557b1221e5b1b8a29a5565832f021364fa78d95d30b266b3c26814ddd
K_entropy_p32/K_clR5x8_pitch9_800x864.png,K_entropy,"random 4-char groups, 9px pitch",X11 clR5x8,5x9,,,False,,800,864,0.691,96,160,15264,899,810,16.98,18.84,3816,4.24,False,groundtruth/K_entropy_p32__K_clR5x8_pitch9_800x864.txt,45b1da9a8adde2f9ee2a32f7fc62747e259b481660301f31cd7c6ae3b5f9667a,197b9862a4fd055c84f3d5c503affa3ff9e7598a5b046b2334f3589824f87589
K_entropy_p32/K_clR6x8_pitch8_672x896.png,K_entropy,"random 4-char groups, 8px pitch",X11 clR6x8,6x8,,,False,,672,896,0.602,112,112,12208,768,706,15.9,17.3,3052,3.97,False,groundtruth/K_entropy_p32__K_clR6x8_pitch8_672x896.txt,74c84b9b38cfcbfae46831fceb460e0930793a7d9ec97e12fe92928d50627d89,7b4b157e60e7910a0c0ee9e5409c76c6337eff66504a12e7c7b2724926027048
